"name","rank","spell_type","save_type","rarity","action_category","actions_min","actions_max","description","source_id"
"Divine Aura","8","Spell","None","Common","Activity","2","2","Allies in an aura have better defenses and are protected against one alignment.",
"Divine Inspiration","8","Spell","None","Common","Activity","2","2","Spiritual energy recovers a creature's expended spell.",
"Dream Council","8","Spell","None","Common","Activity","1","1","Communicate through a shared dream.",
"Earthquake","8","Spell","None","Common","Activity","2","2","Shake the ground with a devastating earthquake.",
"Falling Sky","8","Spell","None","Common","Activity","2","2","Telekinetically smash flying creatures to the ground",
"Ferrous Form","8","Spell","None","Common","Activity","2","2","Turn your body into iron.",
"Hidden Mind","8","Spell","None","Uncommon","Activity","2","2","Protect a creature from mental magic and effects that pry into its secrets.",
"Hypnopompic Terrors","8","Spell","Will","Rare","Activity","2","2","You send a wave of nightmarish visions crashing over your targets, leaving them paralyzed by fear.",
"Migration","8","Spell","None","Common","Activity","2","2","Turn creatures into swift-moving animals.",
"Moment of Renewal","8","Spell","None","Common","Activity","2","2","Give a creature a day's worth of recovery in an instant.",
"Monstrosity Form","8","Spell","None","Common","Activity","2","2","Turn into a powerful monster.",
"Pinpoint","8","Spell","None","Uncommon","Activity","1","1","Learn the exact location of a creature or object.",
"Power Word Stun","8","Spell","None","Uncommon","Free","0","0","Utter a word that stuns a creature.",
"Prismatic Wall","8","Spell","None","Common","Activity","3","3","Form a protective wall with seven chromatic layers.",
"Prying Survey","8","Spell","None","Uncommon","Activity","1","1","You create eight invisible, floating eyes, each about 3 inches in diameter, that scan the area around you, transmitting rough impressions of the environment.",
"Punishing Winds","8","Spell","None","Common","Activity","3","3","A cyclone inhibits flight and traps creatures.",
"Quandary","8","Spell","None","Common","Activity","2","2","Trap a creature in an extradimensional puzzle.",
"Rainbow Fumarole","8","Spell","None","Common","Activity","3","3","Vent multicolored gases to burn and debilitate.",
"Spirit Song","8","Spell","Fortitude","Common","Activity","2","2","Sing a song that damages any creature with a spirit.",
"Spiritual Epidemic","8","Spell","Will","Common","Activity","2","2","Weaken a target with a communicable curse.",
"Summon Archmage","8","Spell","None","Common","Activity","3","3","Summon an incarnate archmage to fire magic missiles, stupefy foes, and tear away their spells.",
"Summon Deific Herald","8","Spell","None","Common","Activity","3","3","Summon an incarnate representative of your deity, with effects depending on alignment.",
"Summon Elemental Herald","8","Spell","None","Common","Activity","3","3","Summon an incarnate elemental to create a natural disaster.",
"Summon Irii","8","Spell","None","Rare","Activity","3","3","Summon a guardian from the Dimension of Time to enforce either immutability or possibility",
"Summon Warden of the Wild","8","Spell","None","Rare","Activity","3","3","You briefly call forth the spirit of one of the Wardens of the Wild, the legendary guardians of nature.",
"Uncontrollable Dance","8","Spell","Will","Common","Activity","2","2","Overcome a target with an allconsuming urge to dance.",
"Undermine Reality","8","Spell","None","Uncommon","Activity","2","2","You lash a target with tendrils of shadow that steal some of its substance, making it quasi-real.",
"Unrelenting Observation","8","Spell","None","Common","Activity","2","2","You and other creatures track a subject exactly using scrying.",
"Whirlpool","8","Spell","Reflex","Common","Activity","3","3","Create a vortex of waves.",
"Whirlwind","8","Spell","Reflex","Common","Activity","3","3","Create a moving tornado to damage creatures and raise them into the air.",
"Astral Labyrinth","9","Spell","None","Uncommon","Activity","2","2","You connect the entire area with an invisible maze of astral energy that interferes with dimensional and mental magic.",
"Bilocation","9","Spell","None","Common","Activity","2","2","Exist in two places at once",
"Call Fluxwraith","9","Spell","None","Rare","Activity","3","3","You break a mirror and cast the shards into the air.",
"Crusade","9","Spell","None","Uncommon","Activity","2","2","Creatures become dedicated to a cause of your choice.",
"Detonate Magic","9","Spell","None","Uncommon","Activity","2","2","Cause a spell or item to explode.",
"Divinity Leech","9","Spell","Will","Rare","Activity","2","2","You disrupt the connection between a divine caster or deific servitor and their deity, blocking their use of divine power.",
"Falling Stars","9","Spell","None","Common","Activity","2","2","Call down four pieces of the heavens to deal bludgeoning and elemental damage.",
"Foresight","9","Spell","None","Common","Activity","2","2","Danger sense warns you when a creature is in danger and protects it with good fortune.",
"Implosion","9","Spell","None","Common","Activity","2","2","Make a creature collapse in on itself.",
"Linnorm Sting","9","Spell","Fortitude","Uncommon","Activity","2","2","You replicate the fiery venom of the tor linnorm and inflict an enemy with the dread dragon's debilitating bite.",
"Magnetic Dominion","9","Spell","Reflex","Common","Activity","3","3","Reposition metal creatures and creatures in metal armor.",
"Massacre","9","Spell","Fortitude","Common","Activity","2","2","Instantly kill multiple creatures",
"Metamorphosis","9","Spell","None","Common","Activity","2","2","Fluidly change between different forms.",
"Natureâ€™s Enmity","9","Spell","None","Common","Activity","2","2","Turn animals, plants, and weather against foes.",
"One with the Land","9","Spell","None","Common","Activity","2","2","Merge into a natural feature to control the nearby environment.",
"Overwhelming Presence","9","Spell","Will","Common","Activity","2","2","Assume the majesty of a god.",
"Phantasmagoria","9","Spell","Will","Common","Activity","2","2","Frighten, deal mental damage, and possibly kill many targets.",
"Power Word Kill","9","Spell","None","Uncommon","Free","0","0","Utter a word that slays a creature.",
"Prismatic Shield","9","Spell","None","Rare","Free","0","0","Shield-sized shards of multicolored light manifest in the air around you, each rotating quickly to intercept attacks.",
"Prismatic Sphere","9","Spell","None","Common","Activity","2","2","Form a protective sphere composed of seven chromatic layers.",
"Proliferating Eyes","9","Spell","None","Common","Activity","2","2","You implant a contagious, scrying eye that spreads to others by touch.",
"Resplendent Mansion","9","Spell","None","Common","Activity","1","1","Conjure a towering mansion.",
"Seize Soul","9","Spell","None","Uncommon","Activity","2","2","Trap a soul in an item.",
"Summon Ancient Fleshforged","9","Spell","None","Rare","Activity","3","3","You summon an ancient Fleshforged, one of Nex's personal weaponized monstrosities unleashed in the first wars against Geb.",
"Summon Draconic Legion","9","Spell","None","Common","Activity","3","3","Summon an incarnate legion of dragons to destroy your foes.",
"Telepathic Demand","9","Spell","Will","Common","Activity","3","3","Impel a creature with a mental message.",
"Undertaker","9","Spell","Fortitude","Rare","Activity","2","2","You point your finger toward the target and whisper an epitaph that promises to grace their gravestone in the near future.",
"Unfathomable Song","9","Spell","Will","Common","Activity","2","2","Song debilitates creatures in weird and powerful ways.",
"Unspeakable Shadow","9","Spell","Will","Common","Activity","2","2","Transform a creature's shadow into a frightening monster and make them flee or fight it.",
"Upheaval","9","Spell","None","Uncommon","Activity","2","2","The ground in the area shudders and crumbles as huge pillars of stone erupt into the air, rending the terrain around them.",
"Voracious Gestalt","9","Spell","None","Common","Activity","2","2","Create a spirit gestalt that eats souls and grows stronger.",
"Wails of the Damned","9","Spell","Fortitude","Common","Activity","2","2","Scream, draining the living and causing void damage.",
"Weapon of Judgment","9","Spell","None","Common","Activity","2","2","Form a divine weapon of war or peace.",
"Wrathful Storm","9","Spell","None","Common","Activity","3","3","Create and control a massive storm.",
"Avatar","10","Spell","None","Common","Activity","2","2","Transform into a battle form with benefits determined by your deity.",
"Cataclysm","10","Spell","None","Common","Activity","2","2","Call an instant, devastating cataclysm.",
"Dinosaur Fort","10","Spell","None","Rare","Activity","1","1","You conjure a primeval fort with walls of sharpened wood adorned with dinosaur skin and teeth, up to 300 feet on a side.",
"Element Embodied","10","Spell","None","Common","Activity","2","2","Turn into a massive elemental.",
"Fabricated Truth","10","Spell","Will","Common","Activity","3","3","Make creatures believe something is factual.",
"Fated Confrontation","10","Spell","None","Common","Activity","3","3","Isolate two fated opponents and let them twist each other's fate.",
"Freeze Time","10","Spell","None","Common","Activity","3","3","Briefly stop time for everything but you.",
"Gate","10","Spell","None","Uncommon","Activity","2","2","Tear open a portal to another plane.",
"Indestructibility","10","Spell","None","Common","Activity","2","2","Become briefly immune to everything.",
"Manifestation","10","Spell","None","Common","Activity","3","3","Flexibly cast a 9th-rank spell from your tradition.",
"Nature Incarnate","10","Spell","None","Common","Activity","2","2","Turn into a massive avatar of nature.",
"Nullify","10","Spell","None","Common","Reaction","0","0","React to automatically counteract a spell and take backlash damage.",
"Primal Herd","10","Spell","None","Common","Activity","2","2","Transform willing creatures into a herd of mammoths.",
"Remake","10","Spell","None","Uncommon","Activity","1","1","Recreate a destroyed object.",
"Revival","10","Spell","None","Common","Activity","2","2","Heal creatures in an area and return the dead to life temporarily.",
